Strategy: SHORTEST_QUEUE
Task taken: ID-428 A-37 S-3
Task sleeping: ID-301 A-40 S-9

Time: 139
Chosen queue 2
Client ID-136 A-103 S-5 was put in queue number 2
Chosen queue 9
Client ID-139 A-103 S-3 was put in queue number 9
Chosen queue 11
Client ID-328 A-103 S-7 was put in queue number 11
Chosen queue 12
Client ID-373 A-103 S-7 was put in queue number 12
Chosen queue 13
Client ID-460 A-103 S-8 was put in queue number 13
Chosen queue 14
Client ID-655 A-103 S-4 was put in queue number 14
Chosen queue 15
Client ID-833 A-103 S-4 was put in queue number 15
Chosen queue 16
Client ID-875 A-103 S-10 was put in queue number 16
Chosen queue 17
Client ID-950 A-103 S-4 was put in queue number 17
Chosen queue 18
Client ID-999 A-103 S-10 was put in queue number 18
Task taken: ID-266 A-42 S-7
Task sleeping: ID-632 A-45 S-4
Task taken: ID-862 A-39 S-6
Task sleeping: ID-255 A-43 S-7

Time: 140
Chosen queue 10
Client ID-201 A-104 S-5 was put in queue number 10
Chosen queue 17
Client ID-519 A-104 S-7 was put in queue number 17
Chosen queue 19
Client ID-666 A-104 S-4 was put in queue number 19
Chosen queue 0
Client ID-720 A-104 S-9 was put in queue number 0
Chosen queue 1
Client ID-786 A-104 S-4 was put in queue number 1
Chosen queue 2
Client ID-832 A-104 S-8 was put in queue number 2
Chosen queue 3
Client ID-958 A-104 S-7 was put in queue number 3
Task taken: ID-925 A-39 S-9
Task sleeping: ID-539 A-43 S-7
Task taken: ID-578 A-42 S-6
Task sleeping: ID-44 A-44 S-5

Time: 142
Chosen queue 12
Client ID-13 A-105 S-4 was put in queue number 12
Chosen queue 19
Client ID-174 A-105 S-8 was put in queue number 19
Chosen queue 4
Client ID-212 A-105 S-5 was put in queue number 4
Chosen queue 5
Client ID-347 A-105 S-11 was put in queue number 5
Chosen queue 6
Client ID-473 A-105 S-11 was put in queue number 6
Chosen queue 7
Client ID-530 A-105 S-11 was put in queue number 7
Chosen queue 8
Client ID-559 A-105 S-8 was put in queue number 8
Chosen queue 9
Client ID-772 A-105 S-9 was put in queue number 9
Chosen queue 10
Client ID-780 A-105 S-5 was put in queue number 10
Chosen queue 11
Client ID-816 A-105 S-3 was put in queue number 11
Chosen queue 12
Client ID-838 A-105 S-3 was put in queue number 12
Chosen queue 13
Client ID-968 A-105 S-5 was put in queue number 13
Task taken: ID-111 A-44 S-8
Task sleeping: ID-847 A-46 S-11
Task taken: ID-721 A-46 S-4
Task sleeping: ID-237 A-47 S-9
Task taken: ID-787 A-43 S-7
Task sleeping: ID-205 A-45 S-9

Time: 143
Chosen queue 14
Client ID-7 A-106 S-11 was put in queue number 14
Chosen queue 16
Client ID-43 A-106 S-5 was put in queue number 16
Chosen queue 4
Client ID-133 A-106 S-11 was put in queue number 4
Chosen queue 14
Client ID-164 A-106 S-11 was put in queue number 14
Chosen queue 15
Client ID-226 A-106 S-5 was put in queue number 15
Task taken: ID-322 A-36 S-11
Task sleeping: ID-89 A-39 S-5
Chosen queue 13
Client ID-381 A-106 S-10 was put in queue number 13
Chosen queue 16
Client ID-690 A-106 S-11 was put in queue number 16
Chosen queue 17
Client ID-742 A-106 S-5 was put in queue number 17
Chosen queue 18
Client ID-790 A-106 S-4 was put in queue number 18
Chosen queue 19
Client ID-865 A-106 S-4 was put in queue number 19
Chosen queue 0
Client ID-979 A-106 S-8 was put in queue number 0
Task taken: ID-868 A-36 S-10
Task taken: ID-569 A-43 S-5
Task sleeping: ID-890 A-39 S-6
Task sleeping: ID-395 A-44 S-9
Task taken: ID-335 A-42 S-4
Task sleeping: ID-775 A-45 S-10
Task taken: ID-632 A-45 S-4
Task sleeping: ID-405 A-46 S-7

Time: 144
Chosen queue 10
Client ID-114 A-107 S-7 was put in queue number 10
Chosen queue 11
Client ID-118 A-107 S-4 was put in queue number 11
Chosen queue 18
Client ID-121 A-107 S-6 was put in queue number 18
Chosen queue 0
Client ID-183 A-107 S-6 was put in queue number 0
Chosen queue 1
Client ID-372 A-107 S-11 was put in queue number 1
Chosen queue 2
Client ID-463 A-107 S-6 was put in queue number 2
Chosen queue 3
Client ID-562 A-107 S-6 was put in queue number 3
Chosen queue 4
Client ID-647 A-107 S-9 was put in queue number 4
Chosen queue 5
Client ID-705 A-107 S-10 was put in queue number 5
Chosen queue 6
Client ID-712 A-107 S-6 was put in queue number 6
Chosen queue 7
Client ID-771 A-107 S-9 was put in queue number 7
Chosen queue 8
Client ID-814 A-107 S-3 was put in queue number 8
Chosen queue 9
Client ID-889 A-107 S-9 was put in queue number 9
Chosen queue 10
Client ID-906 A-107 S-6 was put in queue number 10
Chosen queue 11
Client ID-976 A-107 S-5 was put in queue number 11
Task taken: ID-166 A-35 S-10
Task sleeping: ID-857 A-37 S-5
Task taken: ID-393 A-45 S-8
Task sleeping: ID-37 A-48 S-3

Time: 145
Chosen queue 5
Client ID-221 A-108 S-11 was put in queue number 5
Chosen queue 8
Client ID-296 A-108 S-7 was put in queue number 8
Chosen queue 12
Client ID-345 A-108 S-5 was put in queue number 12
Chosen queue 13
Client ID-485 A-108 S-10 was put in queue number 13
Chosen queue 14
Client ID-498 A-108 S-8 was put in queue number 14
Chosen queue 15
Client ID-560 A-108 S-10 was put in queue number 15
Chosen queue 16
Client ID-605 A-108 S-3 was put in queue number 16
Chosen queue 17
Client ID-618 A-108 S-9 was put in queue number 17
Chosen queue 18
Client ID-642 A-108 S-3 was put in queue number 18
Chosen queue 19
Client ID-743 A-108 S-9 was put in queue number 19
Chosen queue 0
Client ID-853 A-108 S-8 was put in queue number 0
Chosen queue 1
Client ID-980 A-108 S-3 was put in queue number 1
Task taken: ID-590 A-41 S-9
Task sleeping: ID-42 A-42 S-9
Task taken: ID-986 A-44 S-8
Task sleeping: ID-150 A-46 S-10
Task taken: ID-343 A-41 S-11
Task sleeping: ID-761 A-42 S-5

Time: 146
Chosen queue 6
Client ID-260 A-109 S-7 was put in queue number 6
Chosen queue 7
Client ID-363 A-109 S-7 was put in queue number 7
Chosen queue 15
Client ID-462 A-109 S-8 was put in queue number 15
Chosen queue 2
Client ID-620 A-109 S-4 was put in queue number 2
Chosen queue 3
Client ID-652 A-109 S-8 was put in queue number 3
Chosen queue 4
Client ID-676 A-109 S-10 was put in queue number 4
Chosen queue 5
Client ID-858 A-109 S-9 was put in queue number 5
Chosen queue 6
Client ID-887 A-109 S-10 was put in queue number 6
Task taken: ID-815 A-33 S-11
Task sleeping: ID-490 A-37 S-9
Task taken: ID-44 A-44 S-5
Task sleeping: ID-603 A-46 S-9
Task taken: ID-382 A-37 S-11
Task sleeping: ID-355 A-38 S-4
Task taken: ID-255 A-43 S-7
Task sleeping: ID-864 A-46 S-3

Time: 147
Task taken: ID-37 A-48 S-3
Task sleeping: ID-951 A-48 S-9
Task taken: ID-89 A-39 S-5
Task sleeping: ID-665 A-39 S-8
Task taken: ID-594 A-45 S-9
Task sleeping: ID-243 A-47 S-10
Task taken: ID-539 A-43 S-7
Task sleeping: ID-302 A-47 S-11

Time: 148
Task taken: ID-301 A-40 S-9
Task sleeping: ID-694 A-43 S-5
Task taken: ID-890 A-39 S-6
Task sleeping: ID-289 A-43 S-3

Time: 149
Task taken: ID-857 A-37 S-5
Task sleeping: ID-420 A-41 S-8
Task taken: ID-864 A-46 S-3
Task sleeping: ID-104 A-48 S-10

Time: 150
Task taken: ID-405 A-46 S-7
Task sleeping: ID-540 A-49 S-3
Task taken: ID-355 A-38 S-4
Task sleeping: ID-269 A-40 S-4
Task taken: ID-761 A-42 S-5
Task sleeping: ID-765 A-46 S-7
Task taken: ID-237 A-47 S-9
Task sleeping: ID-113 A-49 S-5

Time: 151
Task taken: ID-205 A-45 S-9
Task sleeping: ID-924 A-47 S-3
Task taken: ID-289 A-43 S-3
Task taken: ID-395 A-44 S-9
Task sleeping: ID-350 A-47 S-11
Task sleeping: ID-91 A-46 S-6

Time: 152
Task taken: ID-847 A-46 S-11
Task sleeping: ID-836 A-49 S-6
Task taken: ID-775 A-45 S-10
Task sleeping: ID-180 A-47 S-9

Time: 153
Task taken: ID-694 A-43 S-5
Task sleeping: ID-108 A-45 S-8
Task taken: ID-540 A-49 S-3
Task sleeping: ID-445 A-51 S-4
Task taken: ID-924 A-47 S-3
Task sleeping: ID-112 A-51 S-8

Time: 154
Task taken: ID-42 A-42 S-9
Task sleeping: ID-879 A-43 S-4
Task taken: ID-269 A-40 S-4
Task sleeping: ID-684 A-43 S-6

Time: 155
Task taken: ID-490 A-37 S-9
Task sleeping: ID-580 A-38 S-5
Task taken: ID-603 A-46 S-9
Task sleeping: ID-574 A-49 S-8
Task taken: ID-150 A-46 S-10
Task sleeping: ID-938 A-48 S-5
Task taken: ID-665 A-39 S-8
Task sleeping: ID-732 A-42 S-5
Task taken: ID-113 A-49 S-5
Task sleeping: ID-770 A-49 S-11

Time: 156
Task taken: ID-951 A-48 S-9
Task sleeping: ID-341 A-51 S-9

Time: 157
Task taken: ID-420 A-41 S-8
Task sleeping: ID-797 A-43 S-5
Task taken: ID-445 A-51 S-4
Task sleeping: ID-935 A-53 S-7
Task taken: ID-765 A-46 S-7
Task sleeping: ID-825 A-49 S-7
Task taken: ID-243 A-47 S-10
Task taken: ID-91 A-46 S-6
Task sleeping: ID-323 A-49 S-4
Task sleeping: ID-949 A-46 S-9

Time: 158
Task taken: ID-879 A-43 S-4
Task sleeping: ID-716 A-48 S-6
Task taken: ID-836 A-49 S-6
Task sleeping: ID-458 A-52 S-4
Task taken: ID-302 A-47 S-11
Task sleeping: ID-455 A-48 S-7

Time: 159
Task taken: ID-104 A-48 S-10
Task sleeping: ID-245 A-50 S-6

Time: 160
Task taken: ID-580 A-38 S-5
Task sleeping: ID-558 A-40 S-11
Task taken: ID-938 A-48 S-5
Task sleeping: ID-307 A-49 S-6
Task taken: ID-732 A-42 S-5
Task sleeping: ID-84 A-44 S-9
Task taken: ID-684 A-43 S-6
Task sleeping: ID-46 A-47 S-6

Time: 161
Task taken: ID-108 A-45 S-8
Task sleeping: ID-877 A-47 S-8
Task taken: ID-180 A-47 S-9
Task taken: ID-323 A-49 S-4
Task sleeping: ID-555 A-49 S-3
Task sleeping: ID-169 A-50 S-8
Task taken: ID-112 A-51 S-8
Task sleeping: ID-103 A-52 S-10

Time: 162
Task taken: ID-797 A-43 S-5
Task sleeping: ID-850 A-44 S-8
Task taken: ID-350 A-47 S-11
Task sleeping: ID-487 A-47 S-6
Task taken: ID-458 A-52 S-4
Task sleeping: ID-70 A-53 S-4

Time: 163
Task taken: ID-574 A-49 S-8
Task sleeping: ID-692 A-51 S-10

Time: 164
Task taken: ID-716 A-48 S-6
Task sleeping: ID-154 A-49 S-7
Task taken: ID-935 A-53 S-7
Task sleeping: ID-265 A-55 S-6
Task taken: ID-825 A-49 S-7
Task sleeping: ID-236 A-50 S-11
Task taken: ID-555 A-49 S-3
Task sleeping: ID-650 A-51 S-11

Time: 165
Task taken: ID-341 A-51 S-9
Task sleeping: ID-504 A-53 S-4
Task taken: ID-455 A-48 S-7
Task taken: ID-245 A-50 S-6
Task sleeping: ID-329 A-50 S-11
Task sleeping: ID-502 A-52 S-4

Time: 166
Task taken: ID-307 A-49 S-6
Task sleeping: ID-270 A-51 S-6
Task taken: ID-46 A-47 S-6
Task sleeping: ID-536 A-47 S-9
Task taken: ID-949 A-46 S-9
Task sleeping: ID-146 A-50 S-4
Task taken: ID-70 A-53 S-4
Task sleeping: ID-518 A-54 S-4
Task taken: ID-770 A-49 S-11
Task sleeping: ID-38 A-52 S-7

Time: 167

Time: 168
Task taken: ID-487 A-47 S-6
Task sleeping: ID-508 A-50 S-6

Time: 169
Task taken: ID-877 A-47 S-8
Task sleeping: ID-489 A-48 S-5
Task taken: ID-504 A-53 S-4
Task sleeping: ID-71 A-54 S-7
Task taken: ID-84 A-44 S-9
Task sleeping: ID-637 A-46 S-6
Task taken: ID-169 A-50 S-8
Task sleeping: ID-390 A-51 S-8
Task taken: ID-502 A-52 S-4
Task sleeping: ID-3 A-54 S-4

Time: 170
Task taken: ID-850 A-44 S-8
Task sleeping: ID-933 A-47 S-11
Task taken: ID-265 A-55 S-6
Task sleeping: ID-427 A-56 S-7
Task taken: ID-146 A-50 S-4
Task sleeping: ID-246 A-50 S-9
Task taken: ID-518 A-54 S-4
Task sleeping: ID-941 A-56 S-9
Task taken: ID-154 A-49 S-7
Task taken: ID-558 A-40 S-11
Task sleeping: ID-152 A-51 S-5
Task sleeping: ID-752 A-43 S-7

Time: 171
Task taken: ID-103 A-52 S-10
Task sleeping: ID-259 A-53 S-4

Time: 172
Task taken: ID-270 A-51 S-6
Task sleeping: ID-488 A-53 S-5

Time: 173
Task taken: ID-692 A-51 S-10
Task sleeping: ID-278 A-52 S-6
Task taken: ID-38 A-52 S-7
Task taken: ID-3 A-54 S-4
Task sleeping: ID-543 A-54 S-9
Task sleeping: ID-351 A-52 S-3

Time: 174
Task taken: ID-489 A-48 S-5
Task sleeping: ID-755 A-50 S-8
Task taken: ID-508 A-50 S-6
Task sleeping: ID-749 A-52 S-10

Time: 175
Task taken: ID-637 A-46 S-6
Task sleeping: ID-744 A-49 S-11
Task taken: ID-536 A-47 S-9
Task sleeping: ID-606 A-50 S-5
Task taken: ID-236 A-50 S-11
Task sleeping: ID-367 A-52 S-10
Task taken: ID-650 A-51 S-11
Task sleeping: ID-215 A-52 S-5
Task taken: ID-259 A-53 S-4
Task sleeping: ID-563 A-55 S-11
Task taken: ID-152 A-51 S-5
Task sleeping: ID-482 A-53 S-9

Time: 176
Task taken: ID-71 A-54 S-7
Task sleeping: ID-713 A-55 S-8
Task taken: ID-329 A-50 S-11
Task sleeping: ID-746 A-52 S-6
Task taken: ID-351 A-52 S-3
Task sleeping: ID-162 A-54 S-8

Time: 177
Task taken: ID-488 A-53 S-5
Task sleeping: ID-662 A-55 S-10
Task taken: ID-427 A-56 S-7
Task sleeping: ID-170 A-59 S-3
Task taken: ID-390 A-51 S-8
Task sleeping: ID-735 A-53 S-11
Task taken: ID-752 A-43 S-7
Task sleeping: ID-893 A-47 S-6

Time: 178

Time: 179
Task taken: ID-278 A-52 S-6
Task sleeping: ID-82 A-54 S-10
Task taken: ID-246 A-50 S-9
Task taken: ID-941 A-56 S-9
Task sleeping: ID-95 A-58 S-4
Task sleeping: ID-702 A-52 S-5

Time: 180
Task taken: ID-170 A-59 S-3
Task sleeping: ID-904 A-59 S-3
Task taken: ID-606 A-50 S-5
Task sleeping: ID-763 A-52 S-7
Task taken: ID-215 A-52 S-5
Task sleeping: ID-985 A-53 S-9

Time: 181
Task taken: ID-933 A-47 S-11
Task sleeping: ID-23 A-51 S-7

Time: 182
Task taken: ID-755 A-50 S-8
Task sleeping: ID-881 A-52 S-10
Task taken: ID-746 A-52 S-6
Task sleeping: ID-11 A-54 S-6
Task taken: ID-543 A-54 S-9
Task sleeping: ID-954 A-56 S-4

Time: 183
Task taken: ID-904 A-59 S-3
Task sleeping: ID-926 A-61 S-9
Task taken: ID-95 A-58 S-4
Task sleeping: ID-709 A-60 S-9
Task taken: ID-893 A-47 S-6
Task sleeping: ID-629 A-48 S-9

Time: 184
Task taken: ID-713 A-55 S-8
Task sleeping: ID-77 A-58 S-7
Task taken: ID-749 A-52 S-10
Task sleeping: ID-903 A-54 S-4
Task taken: ID-702 A-52 S-5
Task sleeping: ID-715 A-54 S-10
Task taken: ID-162 A-54 S-8
Task sleeping: ID-731 A-56 S-7
Task taken: ID-482 A-53 S-9
Task sleeping: ID-658 A-55 S-4

Time: 185
Task taken: ID-367 A-52 S-10
Task sleeping: ID-248 A-54 S-9

Time: 186
Task taken: ID-744 A-49 S-11
Task sleeping: ID-35 A-51 S-3
Task taken: ID-954 A-56 S-4
Task sleeping: ID-717 A-60 S-11
Task taken: ID-563 A-55 S-11
Task sleeping: ID-541 A-58 S-3

Time: 187
Task taken: ID-662 A-55 S-10
Task sleeping: ID-187 A-56 S-9
Task taken: ID-763 A-52 S-7
Task sleeping: ID-919 A-54 S-3

Time: 188
Task taken: ID-23 A-51 S-7
Task sleeping: ID-130 A-51 S-4
Task taken: ID-903 A-54 S-4
Task sleeping: ID-354 A-56 S-4
Task taken: ID-735 A-53 S-11
Task taken: ID-11 A-54 S-6
Task sleeping: ID-421 A-56 S-11
Task sleeping: ID-860 A-54 S-11
Task taken: ID-658 A-55 S-4
Task sleeping: ID-155 A-56 S-3
Task taken: ID-82 A-54 S-10
Task sleeping: ID-474 A-56 S-5

Time: 189
Task taken: ID-35 A-51 S-3
Task sleeping: ID-982 A-51 S-10
Task taken: ID-985 A-53 S-9
Task sleeping: ID-472 A-56 S-9
Task taken: ID-541 A-58 S-3
Task sleeping: ID-443 A-61 S-9

Time: 190
Task taken: ID-919 A-54 S-3
Task sleeping: ID-27 A-57 S-11

Time: 191
Task taken: ID-77 A-58 S-7
Task sleeping: ID-813 A-59 S-9
Task taken: ID-731 A-56 S-7
Task sleeping: ID-93 A-58 S-10
Task taken: ID-155 A-56 S-3
Task sleeping: ID-297 A-59 S-11
Task taken: ID-881 A-52 S-10
Task sleeping: ID-961 A-54 S-6
Task taken: ID-130 A-51 S-4

Time: 192
Task sleeping: ID-361 A-53 S-7
Task taken: ID-926 A-61 S-9
Task sleeping: ID-433 A-62 S-8
Task taken: ID-354 A-56 S-4
Task sleeping: ID-538 A-57 S-7
Task taken: ID-709 A-60 S-9
Task sleeping: ID-216 A-62 S-3
Task taken: ID-629 A-48 S-9
Task sleeping: ID-50 A-51 S-9

Time: 193
Task taken: ID-474 A-56 S-5
Task sleeping: ID-991 A-59 S-7

Time: 194
Task taken: ID-248 A-54 S-9
Task sleeping: ID-456 A-55 S-4
Task taken: ID-715 A-54 S-10
Task sleeping: ID-271 A-57 S-4

Time: 195
Task taken: ID-216 A-62 S-3
Task sleeping: ID-960 A-62 S-6
Task taken: ID-187 A-56 S-9
Task sleeping: ID-483 A-59 S-9

Time: 196

Time: 197
Task taken: ID-717 A-60 S-11
Task sleeping: ID-0 A-63 S-11
Task taken: ID-961 A-54 S-6
Task sleeping: ID-29 A-56 S-10

Time: 198
Task taken: ID-456 A-55 S-4
Task sleeping: ID-810 A-56 S-5
Task taken: ID-472 A-56 S-9
Task taken: ID-271 A-57 S-4
Task sleeping: ID-161 A-57 S-6
Task sleeping: ID-163 A-60 S-3
Task taken: ID-443 A-61 S-9
Task sleeping: ID-369 A-62 S-3
Task taken: ID-361 A-53 S-7
Task sleeping: ID-600 A-55 S-11

Time: 199
Task taken: ID-982 A-51 S-10
Task sleeping: ID-143 A-54 S-4
Task taken: ID-538 A-57 S-7
Task sleeping: ID-582 A-60 S-8
Task taken: ID-860 A-54 S-11
Task taken: ID-421 A-56 S-11
Task sleeping: ID-334 A-57 S-4
Task sleeping: ID-102 A-59 S-10

Time: 200
Task taken: ID-433 A-62 S-8
Task sleeping: ID-710 A-64 S-6
Task taken: ID-813 A-59 S-9
Task sleeping: ID-817 A-61 S-5
Task taken: ID-991 A-59 S-7
Task sleeping: ID-160 A-61 S-10

Time: 201
Task taken: ID-27 A-57 S-11
Task sleeping: ID-552 A-57 S-3
Task taken: ID-960 A-62 S-6
Task sleeping: ID-153 A-65 S-3
Task taken: ID-163 A-60 S-3
Task sleeping: ID-724 A-60 S-7
Task taken: ID-93 A-58 S-10
Task sleeping: ID-680 A-60 S-7
Task taken: ID-369 A-62 S-3
Task sleeping: ID-972 A-63 S-10
Task taken: ID-50 A-51 S-9
Task sleeping: ID-984 A-52 S-11

Time: 201
Task taken: ID-297 A-59 S-11
Task sleeping: ID-396 A-59 S-11

Time: 201
Task taken: ID-143 A-54 S-4
Task sleeping: ID-547 A-56 S-10
Task taken: ID-810 A-56 S-5
Task sleeping: ID-191 A-57 S-4
Task taken: ID-334 A-57 S-4
Task sleeping: ID-240 A-60 S-10

Time: 201
Task taken: ID-552 A-57 S-3
Task sleeping: ID-802 A-60 S-4
Task taken: ID-153 A-65 S-3
Task taken: ID-161 A-57 S-6
Task sleeping: ID-616 A-65 S-9
Task sleeping: ID-929 A-59 S-8
Task taken: ID-483 A-59 S-9
Task sleeping: ID-675 A-61 S-8

Time: 201
Task taken: ID-817 A-61 S-5
Task sleeping: ID-584 A-64 S-7
Task taken: ID-710 A-64 S-6
Task sleeping: ID-736 A-67 S-3

Time: 201

Time: 201
Task taken: ID-191 A-57 S-4
Task taken: ID-582 A-60 S-8
Task sleeping: ID-685 A-60 S-3
Task sleeping: ID-789 A-60 S-6
Task taken: ID-29 A-56 S-10
Task sleeping: ID-843 A-57 S-3

Time: 201
Task taken: ID-802 A-60 S-4
Task sleeping: ID-793 A-63 S-6
Task taken: ID-0 A-63 S-11
Task taken: ID-724 A-60 S-7
Task sleeping: ID-305 A-63 S-9
Task sleeping: ID-309 A-63 S-7
Task taken: ID-680 A-60 S-7
Task sleeping: ID-295 A-61 S-3
Task taken: ID-736 A-67 S-3
Task sleeping: ID-165 A-68 S-4

Time: 201
Task taken: ID-102 A-59 S-10
Task sleeping: ID-891 A-59 S-11
Task taken: ID-600 A-55 S-11
Task sleeping: ID-751 A-58 S-10

Time: 201
Task taken: ID-685 A-60 S-3
Task sleeping: ID-851 A-62 S-8
Task taken: ID-843 A-57 S-3
Task sleeping: ID-909 A-60 S-6
Task taken: ID-160 A-61 S-10
Task sleeping: ID-610 A-62 S-10

Time: 201
Task taken: ID-295 A-61 S-3
Task sleeping: ID-835 A-62 S-10
Task taken: ID-972 A-63 S-10
Task sleeping: ID-492 A-66 S-11
Task taken: ID-584 A-64 S-7
Task sleeping: ID-294 A-67 S-9

Time: 201
Task taken: ID-929 A-59 S-8
Task sleeping: ID-439 A-62 S-7
Task taken: ID-984 A-52 S-11
Task sleeping: ID-534 A-55 S-4
Task taken: ID-675 A-61 S-8
Task sleeping: ID-401 A-62 S-7
Task taken: ID-165 A-68 S-4
Task sleeping: ID-799 A-71 S-5

Time: 201
Task taken: ID-547 A-56 S-10
Task sleeping: ID-585 A-60 S-9
Task taken: ID-789 A-60 S-6
Task sleeping: ID-621 A-63 S-11
Task taken: ID-240 A-60 S-10
Task taken: ID-616 A-65 S-9
Task sleeping: ID-275 A-69 S-9
Task sleeping: ID-757 A-60 S-8
Task taken: ID-396 A-59 S-11
Task sleeping: ID-634 A-61 S-6

Time: 201
Task taken: ID-793 A-63 S-6
Task sleeping: ID-918 A-64 S-10

Time: 201
Task taken: ID-309 A-63 S-7
Task sleeping: ID-706 A-65 S-6

Time: 201
Task taken: ID-534 A-55 S-4
Task sleeping: ID-975 A-57 S-7
Task taken: ID-909 A-60 S-6
Task sleeping: ID-844 A-63 S-8

Time: 201
Task taken: ID-305 A-63 S-9
Task sleeping: ID-661 A-65 S-4
Task taken: ID-799 A-71 S-5
Task sleeping: ID-22 A-74 S-10

Time: 201
Task taken: ID-851 A-62 S-8
Task sleeping: ID-58 A-65 S-4

Time: 201
Task taken: ID-439 A-62 S-7
Task sleeping: ID-983 A-64 S-7
Task taken: ID-634 A-61 S-6
Task sleeping: ID-198 A-64 S-8
Task taken: ID-401 A-62 S-7
Task sleeping: ID-468 A-64 S-3
Task taken: ID-751 A-58 S-10
Task sleeping: ID-144 A-61 S-8

Time: 201
Task taken: ID-891 A-59 S-11
Task sleeping: ID-892 A-61 S-9
Task taken: ID-610 A-62 S-10
Task sleeping: ID-177 A-65 S-6
Task taken: ID-294 A-67 S-9
Task sleeping: ID-992 A-67 S-11

Time: 201
Task taken: ID-661 A-65 S-4
Task taken: ID-757 A-60 S-8
Task sleeping: ID-410 A-63 S-3
Task sleeping: ID-331 A-69 S-10
Task taken: ID-706 A-65 S-6
Task sleeping: ID-803 A-69 S-7
Task taken: ID-835 A-62 S-10
Task sleeping: ID-31 A-65 S-9
Task taken: ID-585 A-60 S-9
Task sleeping: ID-249 A-61 S-3

Time: 201
Task taken: ID-58 A-65 S-4
Task sleeping: ID-299 A-65 S-5
Task taken: ID-275 A-69 S-9
Task sleeping: ID-544 A-69 S-10
Task taken: ID-492 A-66 S-11
Task sleeping: ID-550 A-70 S-5
Task taken: ID-468 A-64 S-3
Task sleeping: ID-921 A-67 S-8

Time: 201
Task taken: ID-975 A-57 S-7
Task sleeping: ID-362 A-58 S-9

Time: 201
Task taken: ID-918 A-64 S-10
Task sleeping: ID-222 A-66 S-9
Task taken: ID-621 A-63 S-11
Task sleeping: ID-339 A-64 S-9
Task taken: ID-410 A-63 S-3
Task sleeping: ID-822 A-65 S-11
Task taken: ID-844 A-63 S-8
Task sleeping: ID-400 A-64 S-11
Task taken: ID-249 A-61 S-3
Task sleeping: ID-669 A-62 S-7

Time: 201

Time: 201
Task taken: ID-983 A-64 S-7
Task sleeping: ID-268 A-66 S-5
Task taken: ID-177 A-65 S-6
Task sleeping: ID-670 A-68 S-11

Time: 201
Task taken: ID-299 A-65 S-5
Task sleeping: ID-873 A-68 S-5
Task taken: ID-550 A-70 S-5
Task sleeping: ID-288 A-71 S-3
Task taken: ID-198 A-64 S-8
Task sleeping: ID-450 A-64 S-9
Task taken: ID-144 A-61 S-8
Task sleeping: ID-571 A-61 S-11
Task taken: ID-22 A-74 S-10
Task sleeping: ID-523 A-74 S-6

Time: 201
Task taken: ID-803 A-69 S-7
Task sleeping: ID-693 A-70 S-6
Task taken: ID-892 A-61 S-9
Task sleeping: ID-424 A-62 S-3

Time: 201

Time: 201
Task taken: ID-31 A-65 S-9
Task sleeping: ID-284 A-65 S-3
Task taken: ID-288 A-71 S-3
Task sleeping: ID-370 A-73 S-10
Task taken: ID-921 A-67 S-8
Task sleeping: ID-714 A-71 S-10
Task taken: ID-331 A-69 S-10
Task sleeping: ID-794 A-69 S-7
Task taken: ID-268 A-66 S-5
Task sleeping: ID-406 A-68 S-11

Time: 201
Task taken: ID-992 A-67 S-11
Task sleeping: ID-738 A-71 S-9
Task taken: ID-669 A-62 S-7
Task sleeping: ID-209 A-65 S-10
Task taken: ID-873 A-68 S-5
Task taken: ID-544 A-69 S-10
Task taken: ID-424 A-62 S-3
Task sleeping: ID-586 A-72 S-10
Task sleeping: ID-415 A-72 S-5
Task sleeping: ID-635 A-64 S-6

Time: 201
Task taken: ID-362 A-58 S-9
Task sleeping: ID-333 A-61 S-8
Task taken: ID-222 A-66 S-9
Task sleeping: ID-51 A-70 S-10
Task taken: ID-339 A-64 S-9
Task sleeping: ID-202 A-66 S-11
Task taken: ID-284 A-65 S-3
Task sleeping: ID-747 A-68 S-7

Time: 201
Task taken: ID-523 A-74 S-6
Task sleeping: ID-723 A-76 S-8
Task taken: ID-693 A-70 S-6
Task sleeping: ID-842 A-72 S-9

Time: 201
Task taken: ID-822 A-65 S-11
Task sleeping: ID-820 A-67 S-11

Time: 201
Task taken: ID-400 A-64 S-11
Task sleeping: ID-377 A-66 S-7

Time: 201
Task taken: ID-450 A-64 S-9
Task sleeping: ID-997 A-66 S-5
Task taken: ID-415 A-72 S-5
Task sleeping: ID-62 A-74 S-11

Time: 201
Task taken: ID-670 A-68 S-11
Task sleeping: ID-636 A-70 S-11
Task taken: ID-635 A-64 S-6
Task taken: ID-794 A-69 S-7
Task sleeping: ID-195 A-66 S-3
Task sleeping: ID-697 A-72 S-7
Task taken: ID-571 A-61 S-11
Task sleeping: ID-441 A-64 S-5
Task taken: ID-747 A-68 S-7
Task sleeping: ID-79 A-72 S-6
Task taken: ID-370 A-73 S-10
Task sleeping: ID-533 A-76 S-6
Task taken: ID-333 A-61 S-8
Task sleeping: ID-915 A-63 S-10
Task taken: ID-714 A-71 S-10
Task sleeping: ID-218 A-72 S-6
Task taken: ID-738 A-71 S-9
