Strategy: SHORTEST_TIME
Client ID-170 A-102 S-6 was put in queue number 7
Chosen queue 8
Client ID-219 A-102 S-11 was put in queue number 8
Chosen queue 9
Client ID-228 A-102 S-3 was put in queue number 9
Chosen queue 10
Client ID-292 A-102 S-4 was put in queue number 10
Chosen queue 11
Client ID-330 A-102 S-9 was put in queue number 11
Chosen queue 12
Client ID-386 A-102 S-3 was put in queue number 12
Chosen queue 13
Client ID-439 A-102 S-4 was put in queue number 13
Chosen queue 14
Client ID-532 A-102 S-5 was put in queue number 14
Chosen queue 15
Client ID-849 A-102 S-3 was put in queue number 15
Chosen queue 16
Client ID-941 A-102 S-6 was put in queue number 16
Chosen queue 17
Client ID-972 A-102 S-8 was put in queue number 17
Task taken: ID-803 A-40 S-9
Task taken: ID-108 A-45 S-5
Task sleeping: ID-236 A-43 S-6
Task sleeping: ID-709 A-45 S-9
Task taken: ID-455 A-41 S-10
Task sleeping: ID-234 A-42 S-11

Time: 111
Chosen queue 1
Client ID-10 A-103 S-8 was put in queue number 1
Chosen queue 7
Client ID-32 A-103 S-5 was put in queue number 7
Chosen queue 8
Client ID-173 A-103 S-4 was put in queue number 8
Chosen queue 18
Client ID-184 A-103 S-7 was put in queue number 18
Chosen queue 19
Client ID-205 A-103 S-4 was put in queue number 19
Chosen queue 0
Client ID-798 A-103 S-4 was put in queue number 0
Chosen queue 1
Client ID-838 A-103 S-7 was put in queue number 1
Chosen queue 2
Client ID-983 A-103 S-9 was put in queue number 2
Task taken: ID-112 A-40 S-4
Task sleeping: ID-770 A-40 S-4
Task taken: ID-229 A-41 S-7
Task sleeping: ID-975 A-41 S-4
Task taken: ID-641 A-45 S-9
Task sleeping: ID-18 A-46 S-10
Task taken: ID-116 A-39 S-11
Task sleeping: ID-637 A-40 S-3

Time: 112
Chosen queue 3
Client ID-233 A-104 S-5 was put in queue number 3
Chosen queue 5
Client ID-309 A-104 S-3 was put in queue number 5
Chosen queue 13
Client ID-404 A-104 S-3 was put in queue number 13
Chosen queue 19
Client ID-454 A-104 S-5 was put in queue number 19
Chosen queue 3
Client ID-594 A-104 S-8 was put in queue number 3
Chosen queue 4
Client ID-717 A-104 S-8 was put in queue number 4
Chosen queue 5
Client ID-826 A-104 S-3 was put in queue number 5
Chosen queue 6
Client ID-895 A-104 S-11 was put in queue number 6
Chosen queue 7
Client ID-896 A-104 S-11 was put in queue number 7
Chosen queue 8
Client ID-914 A-104 S-3 was put in queue number 8
Chosen queue 9
Client ID-927 A-104 S-7 was put in queue number 9
Task taken: ID-684 A-41 S-4
Task sleeping: ID-312 A-43 S-11
Task taken: ID-258 A-46 S-10
Task sleeping: ID-538 A-47 S-6
Task taken: ID-298 A-45 S-4
Task sleeping: ID-326 A-46 S-9

Time: 113
Chosen queue 11
Client ID-6 A-105 S-9 was put in queue number 11
Chosen queue 12
Client ID-95 A-105 S-5 was put in queue number 12
Chosen queue 14
Client ID-157 A-105 S-5 was put in queue number 14
Chosen queue 10
Client ID-160 A-105 S-11 was put in queue number 10
Chosen queue 11
Client ID-259 A-105 S-11 was put in queue number 11
Chosen queue 12
Client ID-353 A-105 S-3 was put in queue number 12
Chosen queue 13
Client ID-700 A-105 S-8 was put in queue number 13
Chosen queue 14
Client ID-776 A-105 S-11 was put in queue number 14
Task taken: ID-277 A-40 S-8
Task sleeping: ID-965 A-42 S-6
Task taken: ID-446 A-42 S-7
Task sleeping: ID-360 A-45 S-4
Task taken: ID-0 A-45 S-7
Task sleeping: ID-485 A-45 S-8
Task taken: ID-648 A-42 S-8
Task sleeping: ID-395 A-45 S-9

Time: 114
Chosen queue 15
Client ID-3 A-106 S-8 was put in queue number 15
Chosen queue 16
Client ID-114 A-106 S-7 was put in queue number 16
Chosen queue 17
Client ID-141 A-106 S-3 was put in queue number 17
Chosen queue 0
Client ID-779 A-106 S-10 was put in queue number 0
Chosen queue 15
Client ID-841 A-106 S-9 was put in queue number 15
Task taken: ID-738 A-43 S-11
Task sleeping: ID-216 A-46 S-3
Task taken: ID-459 A-44 S-7
Task sleeping: ID-579 A-45 S-8
Task taken: ID-637 A-40 S-3
Task sleeping: ID-428 A-43 S-5
Task taken: ID-770 A-40 S-4
Task sleeping: ID-483 A-43 S-6

Time: 115
Chosen queue 18
Client ID-139 A-107 S-10 was put in queue number 18
Chosen queue 3
Client ID-222 A-107 S-3 was put in queue number 3
Chosen queue 5
Client ID-407 A-107 S-9 was put in queue number 5
Chosen queue 10
Client ID-576 A-107 S-9 was put in queue number 10
Chosen queue 16
Client ID-643 A-107 S-6 was put in queue number 16
Chosen queue 17
Client ID-659 A-107 S-11 was put in queue number 17
Task taken: ID-975 A-41 S-4
Task sleeping: ID-256 A-45 S-3
Task taken: ID-997 A-44 S-10
Task sleeping: ID-712 A-45 S-5
Task taken: ID-190 A-43 S-8
Task sleeping: ID-456 A-43 S-10
Task taken: ID-236 A-43 S-6
Task sleeping: ID-536 A-43 S-9

Time: 116
Chosen queue 2
Client ID-167 A-108 S-4 was put in queue number 2
Chosen queue 4
Client ID-179 A-108 S-4 was put in queue number 4
Chosen queue 7
Client ID-331 A-108 S-7 was put in queue number 7
Chosen queue 13
Client ID-724 A-108 S-10 was put in queue number 13
Chosen queue 18
Client ID-762 A-108 S-8 was put in queue number 18
Chosen queue 19
Client ID-796 A-108 S-6 was put in queue number 19

Time: 117
Chosen queue 0
Client ID-20 A-109 S-4 was put in queue number 0
Chosen queue 1
Client ID-52 A-109 S-4 was put in queue number 1
Chosen queue 2
Client ID-434 A-109 S-6 was put in queue number 2
Chosen queue 3
Client ID-495 A-109 S-3 was put in queue number 3
Chosen queue 4
Client ID-544 A-109 S-8 was put in queue number 4
Chosen queue 5
Client ID-632 A-109 S-3 was put in queue number 5
Chosen queue 6
Client ID-646 A-109 S-5 was put in queue number 6
Chosen queue 7
Client ID-729 A-109 S-4 was put in queue number 7
Chosen queue 8
Client ID-754 A-109 S-10 was put in queue number 8
Chosen queue 9
Client ID-805 A-109 S-6 was put in queue number 9
Chosen queue 10
Client ID-959 A-109 S-8 was put in queue number 10
Task taken: ID-216 A-46 S-3
Task sleeping: ID-423 A-47 S-8
Task taken: ID-360 A-45 S-4
Task sleeping: ID-369 A-46 S-8

Time: 118
Task taken: ID-125 A-45 S-11
Task sleeping: ID-196 A-46 S-6
Task taken: ID-538 A-47 S-6
Task sleeping: ID-510 A-48 S-6
Task taken: ID-256 A-45 S-3
Task sleeping: ID-313 A-46 S-11
Task taken: ID-709 A-45 S-9
Task sleeping: ID-787 A-46 S-6

Time: 119
Task taken: ID-965 A-42 S-6
Task sleeping: ID-699 A-45 S-8
Task taken: ID-428 A-43 S-5
Task sleeping: ID-864 A-45 S-5
Task taken: ID-496 A-43 S-11
Task sleeping: ID-905 A-45 S-11

Time: 120
Task taken: ID-712 A-45 S-5
Task sleeping: ID-951 A-46 S-9
Task taken: ID-483 A-43 S-6
Task sleeping: ID-884 A-45 S-8
Task taken: ID-234 A-42 S-11
Task sleeping: ID-574 A-43 S-7

Time: 121
Task taken: ID-485 A-45 S-8
Task sleeping: ID-540 A-46 S-4
Task taken: ID-326 A-46 S-9
Task sleeping: ID-702 A-48 S-3
Task taken: ID-18 A-46 S-10
Task sleeping: ID-693 A-46 S-9

Time: 122
Task taken: ID-395 A-45 S-9
Task sleeping: ID-516 A-46 S-11
Task taken: ID-579 A-45 S-8
Task sleeping: ID-591 A-46 S-7

Time: 123
Task taken: ID-312 A-43 S-11
Task sleeping: ID-943 A-43 S-4

Time: 124
Task taken: ID-196 A-46 S-6
Task sleeping: ID-448 A-48 S-10
Task taken: ID-510 A-48 S-6
Task sleeping: ID-227 A-51 S-10
Task taken: ID-702 A-48 S-3
Task sleeping: ID-91 A-50 S-8
Task taken: ID-864 A-45 S-5
Task sleeping: ID-598 A-47 S-3
Task taken: ID-787 A-46 S-6
Task sleeping: ID-611 A-49 S-10
Task taken: ID-536 A-43 S-9
Task sleeping: ID-980 A-45 S-4

Time: 125
Task taken: ID-423 A-47 S-8
Task sleeping: ID-465 A-48 S-5
Task taken: ID-369 A-46 S-8
Task sleeping: ID-230 A-48 S-4
Task taken: ID-540 A-46 S-4
Task sleeping: ID-380 A-48 S-11
Task taken: ID-456 A-43 S-10
Task sleeping: ID-865 A-45 S-5

Time: 126

Time: 127
Task taken: ID-699 A-45 S-8
Task sleeping: ID-758 A-46 S-3
Task taken: ID-943 A-43 S-4
Task sleeping: ID-254 A-46 S-9
Task taken: ID-598 A-47 S-3
Task sleeping: ID-986 A-48 S-6
Task taken: ID-574 A-43 S-7
Task sleeping: ID-174 A-46 S-11

Time: 128
Task taken: ID-980 A-45 S-4
Task sleeping: ID-912 A-47 S-11
Task taken: ID-884 A-45 S-8
Task sleeping: ID-110 A-46 S-6

Time: 129
Task taken: ID-230 A-48 S-4
Task sleeping: ID-706 A-48 S-7
Task taken: ID-313 A-46 S-11
Task sleeping: ID-146 A-48 S-10
Task taken: ID-591 A-46 S-7
Task sleeping: ID-350 A-49 S-9
Task taken: ID-951 A-46 S-9
Task sleeping: ID-657 A-49 S-8

Time: 130
Task taken: ID-758 A-46 S-3
Task sleeping: ID-531 A-49 S-7
Task taken: ID-465 A-48 S-5
Task sleeping: ID-833 A-50 S-3
Task taken: ID-693 A-46 S-9
Task sleeping: ID-463 A-49 S-10
Task taken: ID-865 A-45 S-5
Task sleeping: ID-629 A-47 S-6
Task taken: ID-905 A-45 S-11
Task sleeping: ID-241 A-47 S-4

Time: 131

Time: 132
Task taken: ID-91 A-50 S-8
Task sleeping: ID-624 A-51 S-5

Time: 133
Task taken: ID-833 A-50 S-3
Task sleeping: ID-675 A-53 S-4
Task taken: ID-516 A-46 S-11
Task sleeping: ID-733 A-48 S-4
Task taken: ID-986 A-48 S-6
Task sleeping: ID-942 A-49 S-8

Time: 134
Task taken: ID-448 A-48 S-10
Task sleeping: ID-71 A-49 S-3
Task taken: ID-227 A-51 S-10
Task sleeping: ID-521 A-51 S-3
Task taken: ID-611 A-49 S-10
Task sleeping: ID-51 A-52 S-3
Task taken: ID-110 A-46 S-6
Task sleeping: ID-651 A-47 S-11
Task taken: ID-241 A-47 S-4
Task sleeping: ID-863 A-47 S-6

Time: 135

Time: 136
Task taken: ID-254 A-46 S-9
Task sleeping: ID-484 A-48 S-11
Task taken: ID-706 A-48 S-7
Task sleeping: ID-633 A-51 S-11
Task taken: ID-380 A-48 S-11
Task sleeping: ID-821 A-48 S-3
Task taken: ID-629 A-47 S-6
Task sleeping: ID-751 A-49 S-5
Task taken: ID-531 A-49 S-7
Task sleeping: ID-187 A-50 S-8
Task taken: ID-71 A-49 S-3
Task sleeping: ID-774 A-50 S-5

Time: 137
Task taken: ID-675 A-53 S-4
Task sleeping: ID-101 A-55 S-11
Task taken: ID-521 A-51 S-3
Task sleeping: ID-720 A-53 S-10
Task taken: ID-733 A-48 S-4
Task sleeping: ID-137 A-50 S-10
Task taken: ID-624 A-51 S-5
Task sleeping: ID-193 A-53 S-4
Task taken: ID-657 A-49 S-8
Task sleeping: ID-203 A-50 S-3
Task taken: ID-51 A-52 S-3
Task sleeping: ID-683 A-52 S-10

Time: 138
Task taken: ID-350 A-49 S-9
Task sleeping: ID-958 A-51 S-6
Task taken: ID-174 A-46 S-11
Task sleeping: ID-300 A-47 S-10

Time: 139
Task taken: ID-146 A-48 S-10
Task sleeping: ID-563 A-48 S-7
Task taken: ID-821 A-48 S-3
Task sleeping: ID-267 A-51 S-8
Task taken: ID-912 A-47 S-11
Task sleeping: ID-627 A-50 S-5

Time: 140
Task taken: ID-463 A-49 S-10
Task sleeping: ID-49 A-52 S-3
Task taken: ID-203 A-50 S-3
Task sleeping: ID-752 A-52 S-5
Task taken: ID-863 A-47 S-6
Task sleeping: ID-2 A-50 S-11

Time: 141
Task taken: ID-193 A-53 S-4
Task sleeping: ID-811 A-53 S-10
Task taken: ID-942 A-49 S-8
Task sleeping: ID-874 A-52 S-10
Task taken: ID-751 A-49 S-5
Task sleeping: ID-212 A-50 S-10
Task taken: ID-774 A-50 S-5
Task sleeping: ID-671 A-53 S-10

Time: 142

Time: 143
Task taken: ID-49 A-52 S-3
Task sleeping: ID-358 A-52 S-10

Time: 144
Task taken: ID-958 A-51 S-6
Task sleeping: ID-225 A-53 S-8
Task taken: ID-627 A-50 S-5
Task sleeping: ID-44 A-53 S-4
Task taken: ID-187 A-50 S-8
Task sleeping: ID-660 A-52 S-4

Time: 145
Task taken: ID-752 A-52 S-5
Task sleeping: ID-819 A-54 S-9
Task taken: ID-651 A-47 S-11
Task sleeping: ID-291 A-50 S-11

Time: 146
Task taken: ID-563 A-48 S-7
Task sleeping: ID-588 A-51 S-3
Task taken: ID-484 A-48 S-11
Task sleeping: ID-970 A-50 S-4

Time: 147
Task taken: ID-633 A-51 S-11
Task taken: ID-720 A-53 S-10
Task sleeping: ID-209 A-53 S-10
Task sleeping: ID-509 A-55 S-8
Task taken: ID-137 A-50 S-10
Task taken: ID-267 A-51 S-8
Task sleeping: ID-913 A-51 S-11
Task sleeping: ID-878 A-51 S-10
Task taken: ID-683 A-52 S-10
Task sleeping: ID-718 A-54 S-6
Task taken: ID-101 A-55 S-11
Task sleeping: ID-289 A-55 S-3

Time: 148
Task taken: ID-44 A-53 S-4
Task sleeping: ID-614 A-53 S-11
Task taken: ID-300 A-47 S-10
Task sleeping: ID-966 A-47 S-9
Task taken: ID-660 A-52 S-4
Task sleeping: ID-645 A-54 S-10

Time: 149
Task taken: ID-588 A-51 S-3
Task sleeping: ID-323 A-52 S-9

Time: 150
Task taken: ID-970 A-50 S-4
Task sleeping: ID-280 A-52 S-6
Task taken: ID-289 A-55 S-3
Task sleeping: ID-973 A-57 S-7

Time: 151
Task taken: ID-811 A-53 S-10
Task sleeping: ID-655 A-55 S-7
Task taken: ID-874 A-52 S-10
Task sleeping: ID-847 A-54 S-9
Task taken: ID-212 A-50 S-10
Task sleeping: ID-902 A-52 S-10
Task taken: ID-2 A-50 S-11
Task sleeping: ID-341 A-50 S-8
Task taken: ID-671 A-53 S-10
Task sleeping: ID-285 A-55 S-7

Time: 152
Task taken: ID-225 A-53 S-8
Task sleeping: ID-419 A-54 S-11

Time: 153
Task taken: ID-358 A-52 S-10
Task sleeping: ID-508 A-54 S-7
Task taken: ID-718 A-54 S-6
Task sleeping: ID-164 A-55 S-7

Time: 154
Task taken: ID-819 A-54 S-9
Task sleeping: ID-722 A-56 S-9
Task taken: ID-509 A-55 S-8
Task sleeping: ID-8 A-57 S-9

Time: 155

Time: 156
Task taken: ID-291 A-50 S-11
Task sleeping: ID-960 A-52 S-6
Task taken: ID-280 A-52 S-6
Task sleeping: ID-703 A-53 S-6
Task taken: ID-209 A-53 S-10
Task sleeping: ID-922 A-53 S-8
Task taken: ID-878 A-51 S-10
Task sleeping: ID-217 A-54 S-3

Time: 157
Task taken: ID-966 A-47 S-9
Task sleeping: ID-649 A-50 S-5
Task taken: ID-973 A-57 S-7
Task sleeping: ID-332 A-61 S-6
Task taken: ID-323 A-52 S-9
Task sleeping: ID-761 A-53 S-7
Task taken: ID-913 A-51 S-11
Task sleeping: ID-399 A-54 S-6
Task taken: ID-655 A-55 S-7
Task sleeping: ID-967 A-58 S-5

Time: 158
Task taken: ID-645 A-54 S-10
Task sleeping: ID-152 A-55 S-3
Task taken: ID-285 A-55 S-7
Task sleeping: ID-103 A-56 S-8

Time: 159
Task taken: ID-614 A-53 S-11
Task sleeping: ID-944 A-54 S-8
Task taken: ID-341 A-50 S-8
Task sleeping: ID-612 A-53 S-6
Task taken: ID-217 A-54 S-3
Task sleeping: ID-106 A-56 S-9
Task taken: ID-508 A-54 S-7
Task sleeping: ID-534 A-56 S-7

Time: 160
Task taken: ID-847 A-54 S-9
Task sleeping: ID-1 A-56 S-10
Task taken: ID-164 A-55 S-7
Task sleeping: ID-564 A-56 S-4

Time: 161
Task taken: ID-902 A-52 S-10
Task sleeping: ID-851 A-54 S-10
Task taken: ID-152 A-55 S-3
Task sleeping: ID-552 A-56 S-10

Time: 162
Task taken: ID-960 A-52 S-6
Task sleeping: ID-880 A-54 S-7
Task taken: ID-649 A-50 S-5
Task sleeping: ID-393 A-51 S-7
Task taken: ID-703 A-53 S-6
Task sleeping: ID-120 A-55 S-4
Task taken: ID-967 A-58 S-5
Task sleeping: ID-35 A-61 S-10
Task taken: ID-419 A-54 S-11
Task sleeping: ID-296 A-56 S-9

Time: 163
Task taken: ID-722 A-56 S-9
Task sleeping: ID-394 A-59 S-3
Task taken: ID-332 A-61 S-6
Task sleeping: ID-65 A-63 S-5
Task taken: ID-8 A-57 S-9
Task sleeping: ID-928 A-58 S-9
Task taken: ID-399 A-54 S-6
Task sleeping: ID-129 A-56 S-5

Time: 164
Task taken: ID-564 A-56 S-4
Task sleeping: ID-15 A-59 S-9
Task taken: ID-922 A-53 S-8
Task sleeping: ID-785 A-55 S-10
Task taken: ID-761 A-53 S-7
Task sleeping: ID-518 A-55 S-8

Time: 165
Task taken: ID-612 A-53 S-6
Task sleeping: ID-199 A-54 S-9
Task taken: ID-394 A-59 S-3

Time: 166
Task sleeping: ID-708 A-60 S-11
Task taken: ID-103 A-56 S-8
Task sleeping: ID-667 A-57 S-4
Task taken: ID-120 A-55 S-4
Task sleeping: ID-290 A-55 S-11
Task taken: ID-534 A-56 S-7
Task sleeping: ID-46 A-58 S-5

Time: 167
Task taken: ID-944 A-54 S-8
Task sleeping: ID-345 A-57 S-9

Time: 168
Task taken: ID-65 A-63 S-5
Task sleeping: ID-824 A-63 S-5
Task taken: ID-129 A-56 S-5
Task sleeping: ID-89 A-57 S-9
Task taken: ID-106 A-56 S-9
Task sleeping: ID-929 A-58 S-5

Time: 169
Task taken: ID-880 A-54 S-7
Task sleeping: ID-208 A-55 S-5
Task taken: ID-393 A-51 S-7
Task sleeping: ID-620 A-53 S-4
Task taken: ID-1 A-56 S-10
Task sleeping: ID-823 A-56 S-9

Time: 170
Task taken: ID-667 A-57 S-4
Task sleeping: ID-76 A-58 S-10
Task taken: ID-851 A-54 S-10
Task sleeping: ID-21 A-56 S-5

Time: 171
Task taken: ID-552 A-56 S-10
Task sleeping: ID-307 A-59 S-11
Task taken: ID-46 A-58 S-5
Task sleeping: ID-182 A-59 S-11
Task taken: ID-296 A-56 S-9
Task sleeping: ID-149 A-59 S-6

Time: 172
Task taken: ID-928 A-58 S-9
Task sleeping: ID-479 A-61 S-4
Task taken: ID-518 A-55 S-8
Task sleeping: ID-84 A-57 S-10
Task taken: ID-35 A-61 S-10
Task sleeping: ID-978 A-61 S-7
Task taken: ID-15 A-59 S-9
Task sleeping: ID-385 A-59 S-5

Time: 173
Task taken: ID-620 A-53 S-4
Task sleeping: ID-962 A-54 S-7
Task taken: ID-824 A-63 S-5
Task sleeping: ID-663 A-66 S-5
Task taken: ID-929 A-58 S-5
Task sleeping: ID-131 A-59 S-8

Time: 174
Task taken: ID-208 A-55 S-5
Task sleeping: ID-855 A-56 S-3
Task taken: ID-199 A-54 S-9
Task sleeping: ID-920 A-54 S-10
Task taken: ID-785 A-55 S-10
Task sleeping: ID-737 A-58 S-4

Time: 175
Task taken: ID-21 A-56 S-5
Task sleeping: ID-831 A-56 S-9
Task taken: ID-345 A-57 S-9
Task sleeping: ID-45 A-59 S-6

Time: 176
Task taken: ID-479 A-61 S-4
Task sleeping: ID-473 A-62 S-11
Task taken: ID-708 A-60 S-11
Task sleeping: ID-887 A-62 S-6

Time: 177
Task taken: ID-855 A-56 S-3
Task sleeping: ID-525 A-59 S-5
Task taken: ID-290 A-55 S-11
Task sleeping: ID-322 A-58 S-8
Task taken: ID-89 A-57 S-9
Task sleeping: ID-136 A-59 S-7
Task taken: ID-149 A-59 S-6
Task sleeping: ID-82 A-62 S-7
Task taken: ID-385 A-59 S-5
Task sleeping: ID-882 A-62 S-10

Time: 178
Task taken: ID-663 A-66 S-5
Task sleeping: ID-19 A-68 S-9
Task taken: ID-737 A-58 S-4
Task sleeping: ID-984 A-58 S-5
Task taken: ID-823 A-56 S-9
Task sleeping: ID-480 A-59 S-9

Time: 179
Task taken: ID-978 A-61 S-7
Task sleeping: ID-253 A-64 S-5

Time: 180
Task taken: ID-962 A-54 S-7
Task sleeping: ID-475 A-57 S-7
Task taken: ID-76 A-58 S-10
Task sleeping: ID-327 A-61 S-5

Time: 181
Task taken: ID-131 A-59 S-8
Task sleeping: ID-523 A-62 S-10
Task taken: ID-45 A-59 S-6
Task sleeping: ID-773 A-59 S-6
Task taken: ID-525 A-59 S-5
Task sleeping: ID-85 A-60 S-5

Time: 182
Task taken: ID-307 A-59 S-11
Task sleeping: ID-820 A-62 S-3
Task taken: ID-84 A-57 S-10
Task sleeping: ID-937 A-58 S-10
Task taken: ID-182 A-59 S-11
Task sleeping: ID-7 A-60 S-8
Task taken: ID-887 A-62 S-6
Task sleeping: ID-78 A-65 S-10

Time: 183
Task taken: ID-984 A-58 S-5
Task sleeping: ID-987 A-61 S-6

Time: 184
Task taken: ID-920 A-54 S-10
Task sleeping: ID-875 A-56 S-11
Task taken: ID-136 A-59 S-7
Task sleeping: ID-42 A-62 S-7
Task taken: ID-253 A-64 S-5
Task sleeping: ID-870 A-66 S-10
Task taken: ID-82 A-62 S-7
Task sleeping: ID-756 A-62 S-11
Task taken: ID-831 A-56 S-9
Task sleeping: ID-497 A-59 S-3

Time: 185
Task taken: ID-820 A-62 S-3
Task sleeping: ID-963 A-64 S-5
Task taken: ID-327 A-61 S-5
Task sleeping: ID-748 A-63 S-10
Task taken: ID-322 A-58 S-8
Task sleeping: ID-478 A-61 S-3

Time: 186
Task taken: ID-85 A-60 S-5
Task sleeping: ID-396 A-63 S-7

Time: 187
Task taken: ID-475 A-57 S-7
Task sleeping: ID-638 A-60 S-4
Task taken: ID-19 A-68 S-9
Task sleeping: ID-911 A-68 S-3
Task taken: ID-473 A-62 S-11
Task sleeping: ID-894 A-63 S-10
Task taken: ID-480 A-59 S-9
Task sleeping: ID-183 A-63 S-11
Task taken: ID-497 A-59 S-3
Task sleeping: ID-5 A-63 S-8
Task taken: ID-882 A-62 S-10
Task sleeping: ID-462 A-65 S-8
Task taken: ID-773 A-59 S-6
Task sleeping: ID-257 A-62 S-8

Time: 188
Task taken: ID-478 A-61 S-3
Task sleeping: ID-299 A-62 S-4

Time: 189
Task taken: ID-987 A-61 S-6
Task sleeping: ID-282 A-64 S-6

Time: 190
Task taken: ID-963 A-64 S-5
Task sleeping: ID-440 A-65 S-3
Task taken: ID-911 A-68 S-3
Task sleeping: ID-782 A-70 S-4
Task taken: ID-7 A-60 S-8
Task sleeping: ID-802 A-62 S-4
Task taken: ID-638 A-60 S-4

Time: 191
Task sleeping: ID-126 A-61 S-9
Task taken: ID-42 A-62 S-7
Task sleeping: ID-692 A-62 S-9
Task taken: ID-523 A-62 S-10
Task sleeping: ID-151 A-63 S-10

Time: 192
Task taken: ID-299 A-62 S-4
Task sleeping: ID-853 A-63 S-8
Task taken: ID-937 A-58 S-10
Task sleeping: ID-856 A-61 S-5
Task taken: ID-78 A-65 S-10
Task sleeping: ID-735 A-65 S-5

Time: 193
Task taken: ID-440 A-65 S-3
Task sleeping: ID-571 A-67 S-9
Task taken: ID-396 A-63 S-7
Task sleeping: ID-832 A-65 S-9

Time: 194
Task taken: ID-782 A-70 S-4
Task sleeping: ID-153 A-71 S-3
Task taken: ID-870 A-66 S-10
Task sleeping: ID-379 A-69 S-11
Task taken: ID-802 A-62 S-4
Task sleeping: ID-898 A-64 S-3
Task taken: ID-875 A-56 S-11
Task sleeping: ID-583 A-59 S-5

Time: 195
Task taken: ID-748 A-63 S-10
Task sleeping: ID-616 A-66 S-10
Task taken: ID-282 A-64 S-6
Task sleeping: ID-371 A-65 S-6
Task taken: ID-756 A-62 S-11
Task sleeping: ID-554 A-64 S-10
Task taken: ID-5 A-63 S-8
Task sleeping: ID-314 A-63 S-4
Task taken: ID-462 A-65 S-8
Task sleeping: ID-682 A-67 S-4
Task taken: ID-257 A-62 S-8
Task sleeping: ID-476 A-63 S-6

Time: 196

Time: 197
Task taken: ID-153 A-71 S-3
Task sleeping: ID-839 A-72 S-8
Task taken: ID-894 A-63 S-10
Task sleeping: ID-772 A-66 S-11
Task taken: ID-856 A-61 S-5
Task sleeping: ID-121 A-64 S-6
Task taken: ID-898 A-64 S-3
Task sleeping: ID-60 A-66 S-4
Task taken: ID-735 A-65 S-5
Task sleeping: ID-695 A-67 S-3

Time: 198
Task taken: ID-183 A-63 S-11
Task sleeping: ID-244 A-65 S-11

Time: 199
Task taken: ID-314 A-63 S-4
Task sleeping: ID-790 A-65 S-6
Task taken: ID-682 A-67 S-4
Task sleeping: ID-272 A-68 S-10
Task taken: ID-583 A-59 S-5
Task sleeping: ID-438 A-60 S-11
Task taken: ID-126 A-61 S-9
Task sleeping: ID-628 A-63 S-11

Time: 200
Task taken: ID-853 A-63 S-8
Task sleeping: ID-668 A-66 S-7
Task taken: ID-692 A-62 S-9
Task sleeping: ID-329 A-64 S-6
Task taken: ID-695 A-67 S-3
Task sleeping: ID-792 A-69 S-9

Time: 201
Task taken: ID-371 A-65 S-6
Task sleeping: ID-275 A-67 S-11
Task taken: ID-151 A-63 S-10
Task sleeping: ID-287 A-64 S-9
Task taken: ID-60 A-66 S-4
Task sleeping: ID-467 A-67 S-7
Task taken: ID-476 A-63 S-6
Task sleeping: ID-469 A-66 S-3

Time: 201
Task taken: ID-571 A-67 S-9
Task sleeping: ID-98 A-68 S-4
Task taken: ID-832 A-65 S-9
Task sleeping: ID-206 A-66 S-8

Time: 201
Task taken: ID-121 A-64 S-6
Task sleeping: ID-308 A-65 S-6

Time: 201
Task taken: ID-469 A-66 S-3
Task sleeping: ID-961 A-67 S-3

Time: 201
Task taken: ID-616 A-66 S-10
Task sleeping: ID-295 A-68 S-4
Task taken: ID-839 A-72 S-8
Task sleeping: ID-251 A-74 S-8
Task taken: ID-379 A-69 S-11
Task sleeping: ID-201 A-70 S-11
Task taken: ID-554 A-64 S-10
Task sleeping: ID-12 A-66 S-8
Task taken: ID-790 A-65 S-6
Task sleeping: ID-115 A-66 S-10

Time: 201
Task taken: ID-98 A-68 S-4
Task sleeping: ID-622 A-69 S-3
Task taken: ID-329 A-64 S-6
Task sleeping: ID-387 A-67 S-5

Time: 201
Task taken: ID-668 A-66 S-7
Task sleeping: ID-86 A-69 S-6
Task taken: ID-961 A-67 S-3
Task sleeping: ID-727 A-68 S-6

Time: 201
Task taken: ID-772 A-66 S-11
Task sleeping: ID-87 A-68 S-10
Task taken: ID-467 A-67 S-7
Task sleeping: ID-568 A-69 S-6
Task taken: ID-622 A-69 S-3
Task sleeping: ID-899 A-71 S-11
Task taken: ID-295 A-68 S-4
Task sleeping: ID-885 A-68 S-6
Task taken: ID-308 A-65 S-6
Task sleeping: ID-777 A-66 S-8
Task taken: ID-244 A-65 S-11
Task sleeping: ID-742 A-65 S-5
Task taken: ID-792 A-69 S-9
Task sleeping: ID-361 A-70 S-9
Task taken: ID-272 A-68 S-10
Task sleeping: ID-743 A-69 S-8
Task taken: ID-287 A-64 S-9
Task sleeping: ID-26 A-67 S-3
Task taken: ID-206 A-66 S-8
Task sleeping: ID-781 A-67 S-3
Task taken: ID-438 A-60 S-11
Task sleeping: ID-403 A-63 S-3
Task taken: ID-628 A-63 S-11
Task sleeping: ID-589 A-66 S-9
Task taken: ID-387 A-67 S-5
Task sleeping: ID-506 A-69 S-10
Task taken: ID-275 A-67 S-11
Task sleeping: ID-430 A-69 S-8
Task taken: ID-251 A-74 S-8
